lafz	aeraab	qism	maani_en	kyun
زندیق		noun	heretic	arbi
شکاک		adj	distrustful	platts
کور شدن		verb	to go blind	rishta:کور
فرعی		adj	secondary	platts
خوراکی		noun	food	platts
بالعکس		adv	on the contrary	arbi
تمکین		noun	the wife's deference to her husband	platts
شیربها		noun	bride price to the bride's mother; compare with مهریه (mahriyye), paid directly to the bride.	arbi
مقنعه		noun	type of hijab, similar to a European wimple	arbi
علاف		noun	fodder-seller, forage-seller	platts
تكذیب		noun	denial	arbi
عریض		adj	wide, broad	platts
موذی		adj	noxious, harmful	platts
رسالت		noun	mission	platts
خنکار		noun	A title of the Ottoman sultans.	platts
داستانی		adj	narrative; telling a story	platts
شله		noun	rice dish similar to a congee	arbi
میقات		noun	miqat (station in the hajj pilgrimage)	platts
تبعیدی		noun	exile, an exiled person	platts
استکبار		noun	arrogance, conceit	arbi
قوزک		noun	anklebone	arbi
افتضاح		adj	abysmal, dreadful, disgusting	arbi
احسنت		intj	bravo, well done	platts
تله		noun	trap (e.g. for animals; also figurative)	platts
تعقیب		noun	pursuit	arbi
عازم		adj	departing, heading for	platts
عقیدتی		adj	ideological	platts
تملک		noun	taking possession, claiming ownership	platts
تقلبی		adj	counterfeit	arbi
جلوه دادن		verb	to show off, to display	rishta:جلوہ
حال بهم زن		adj	disgusting, revolting	rishta:حال
تک تک		adj	one by one, one at a time	platts
روکوکو		noun	rococo style	arbi
وهله		noun	moment, instant	arbi
کیفری		adj	criminal (relating to a crime)	platts
احضار		noun	summons; (law) subpoena	arbi
ابلاغ		noun	formal communication, communiqué	platts
صرف نظر		noun	dispensing with, disregarding, putting aside	rishta:صرف
شیفته		adj	enamored, charmed	arbi
اهرم		noun	lever	platts
رخوت		noun	lethargy	platts
دامیثا		noun	a kind of gum-tree	platts
قدسیت		noun	holiness, sanctity	platts
تصریح کردن		verb	to clarify	rishta:کردن
نظارت		noun	supervision, oversight	platts
دانشمندی		noun	wisdom	arbi
اشکانی		adj	Arsacid	platts
ارشکی		adj	Arsacid	platts
فروتن		adj	humble	platts
ضریح		noun	raised sepulcher (usually for the tombs of saintly people)	arbi
تنکه		noun	wrestler's shorts	arbi
تاتوره		noun	Datura spp., especially	arbi
نکره		adj	unknown	arbi
یله		adj	freed, liberated, unrestrained	platts
یله کردن		verb	to free, to liberate	rishta:کردن
یله کن		intj	knock it off, cut it out	rishta:کن
مراجعه کردن		verb	to refer to, to consult	rishta:کردن
مخفی کردن		verb	to hide, to conceal	rishta:کردن
تحریف		noun	corruption, distortion (e.g. of a text)	arbi
تاتول		adj	facially paralyzed	platts
منحرف		adj	deviated, aberrant	platts
جنجالی		adj	controversial; tumultuous	platts
تولیدن		verb	fleeing, to go away in one direction	platts
آلاچیق		noun	gazebo	platts
وقت بخیر		intj	good time	rishta:وقت
مابازاء		noun	quid pro quo, something you give in exchange for something else	arbi
منکوس		adj	upside down	platts
عصرانه		noun	afternoon or early evening meal or snack (between lunch and dinner)	platts
اراک		noun	toothbrush tree (Salvadora persica)	platts
مجاورت		noun	vicinity	platts
موازی		noun	parallel	platts
به واسطه		prep	through, by means of	rishta:بہ
ایراد		noun	objection, rebuke	platts
انتزاعی		adj	abstract	arbi
اراکی		adj	Araki, Of or pertaining to Arak.	platts
جاگير دار	جَاگِیرْدَار	noun	the holder of a jagir	rishta:دار
جاگیر		noun	a government assignment of a land tract's revenue to an individual	platts
کرم ریختن		verb	to bother; to pester; to annoy	rishta:کرم
فینک		noun	pumice	arbi
ارزشی		adj	Pertaining to values.	platts
تدارک		noun	preparation, provision	platts
سیو کردن		verb	to save (a post)	platts
بطش		noun	violence, force, oppression, brutality	platts
باریکه		noun	strip, thin band	arbi
آشوری		adj	Assyrian	platts
شعف		noun	joy	platts
زورکی		adj	forced, imposed, reluctant	platts
اثاثیه		noun	furniture	arbi
التزامی		adj	subjunctive	arbi
گونی		noun	sack	platts
وزوزی		adj	fuzzy, frizzly (of hair)	arbi
لل‍ه		noun	male dry nurse or tutor of an elite, such as (historical) a shahzada, or noble's son	platts
تراشه		noun	chip, splinter (e.g. of wood)	arbi
ریزشی		noun	an affiliate of the Islamic Republic of Iran's government that is against the regime, advocates for regime cha	platts
خیشوم		noun	nose	platts
خیشومی		adj	nasal	platts
جدیت		noun	perseverance, earnestness	platts
صدق کردن		verb	to hold true	rishta:کردن
صرف کردن		verb	to spend (e.g. time, money); to use up (e.g. fuel, food)	rishta:صرف
خنثی		adj	neutral	platts
رجوع کردن		verb	to refer, to have recourse	rishta:کردن
مافوق		noun	superior (person above someone else)	platts
کشورداری		noun	statecraft	platts
نسیه		adj	on credit	platts
قسطی		adj	in installments	platts
باسواد		adj	literate	platts
اساسا	اساساً	adv	basically, essentially, fundamentally	platts
حریره		noun	gruel, porridge	arbi
جلب کردن		verb	to attract	rishta:کردن
ملعقه		noun	ladle (deep-bowled spoonlike utensil)	arbi
غرفه		noun	booth, stall	arbi
شامل شدن		verb	to include	rishta:شامل
انعطاف		noun	flexibility	platts
چپ شدن		intj	shut up! (stop talking)	rishta:چپ
مرخصی		noun	leave of absence, leave	platts
بازه		noun	interval	arbi
شلوغی		noun	congestion, bustle, crowd	platts
نصب کردن		verb	to install	rishta:کردن
سمیع		noun	listener, hearer (person listening to something)	platts
خوشایند		adj	nice, pleasant, pleasing	platts
تجویز		noun	prescription	arbi
کهیر		noun	hives, skin rash	platts
زیردست		noun	subordinate (person)	arbi
تفکیک		noun	segregation, separation	arbi
ورم کردن		verb	to swell	rishta:کردن
اصلاح کردن		verb	to reform, to improve	rishta:اصلاح
شیرازی		adj	Shirazi	arbi
سوداگری		noun	trade, commerce	platts
نگاشت		noun	map, mapping (of one value to another)	platts
ساکن		noun	resident, inhabitant	platts
توکل		noun	trust, reliance	platts
اندروا		noun	air	platts
درخواست دادن		verb	to apply	rishta:درخواست
زراد		noun	armourer	platts
تمسخر		noun	ridicule, taunting, mockery	arbi
گیر کردن		verb	to get stuck	rishta:گیر
حفظی		adj	memorized by heart; (adverbially) by heart, from memory	arbi
شرکت هلدینگ		noun	holding company	rishta:شرکت
کاربری		noun	pertaining to users	platts
متین		adj	firm, steady, solid	platts
اعم از		conj	including	platts
شوکت		noun	glory, splendor, pomp	platts
کلاله		noun	lock of hair, ringlet	arbi
مانید		noun	sin, wrongdoing	platts
اینطور		adv	this way, this manner	platts
از خاطر بردن		verb	to forget	rishta:از
به خاطر داشتن		verb	to keep in mind	rishta:بہ
منجاء		noun	place of rescue	platts
سلطه		noun	dominion, dominance	arbi
ایجاز		noun	conciseness, brevity	platts
وارونی		noun	reversal	platts
زڤان		noun	Early New Persian form of زبان (zabān /zabân, “tongue”)	platts
برتنی		noun	arrogance, selfishness	platts
بولانی		noun	bolani, a kind of flatbread with savoury filling	platts
فغ	فَغ	noun	idol	platts
غوری		adj	Ghorid	platts
بخشایش		noun	mercy, forgiveness	arbi
سبز شدن		verb	to sprout, to shoot, to germinate	rishta:سبز
ادلی		prep	alike, resembling (similar to)	platts
مرئی		adj	visible	platts
روپوش		noun	outer coat	platts
التفات کردن		verb	to do or show a favor	rishta:کردن
دوصد		num	two hundred	platts
شاهنشاهی		adj	imperial	arbi
شروانی		adj	Shirvani	platts
رنگ زدن		verb	to paint	rishta:رنگ
جانی		noun	felon; (especially) murderer	platts
باکوی		adj	Bakuvian	platts
عصاره		noun	sap, extract (somewhat viscose liquid that one obtains by wringing)	platts
سیطره		noun	dominance, control	arbi
التیام		noun	healing	arbi
از هم پاشیدن		verb	to disband, to disintegrate	rishta:از
شروع شدن		verb	to start, to begin, to be started	rishta:شروع
از قضا		adv	by chance; incidentally; as it happens	rishta:از
بردبار		adj	steadfast, forbearing, long-suffering	platts
وراج		adj	talkative	platts
تفننی		adj	hobby, recreational	arbi
گرد آوردن		verb	to gather, to amass	rishta:گرد
قاز سرخ		noun	flamingo	rishta:سرخ
لمپن		noun	lumpen, social outcasts or underclass	platts
مناسک		noun	rituals, formalities	arbi
نه بابا		intj	no way!, hell no!	rishta:نہ
مثنوی		noun	mathnawi, masnavi	platts
صرف نظر کردن		verb	to dispense with, to relinquish, to forgo, to give up	rishta:صرف
وایستادن		verb	synonym of وایسادن (vâysâdan, “to stand, to stop”).	platts
دمنوش		noun	herbal tea	platts
گاندو		noun	mugger crocodile	platts
دیجور		adj	dark, obscure	arbi
اڤزودن		verb	Early New Persian form of افزودن (afzūdan /afzudan, “to increase”)	platts
به درد بخور		adj	handy, useful; that comes in handy	rishta:بہ
جیرجیر		noun	The sound made by various animals such as birds and insects, chirping.	platts
هزبر		noun	lion	arbi
تصحیف		noun	misreading (reading incorrectly)	arbi
اصابت		noun	hit, impact, strike	platts
مارماهی		noun	eel	arbi
بدیل		noun	alternative	platts
لیبیایی		adj	Libyan	platts
کتخ		noun	qatiq (thick soured milk product)	platts
تکراری		adj	repetitive, redundant	arbi
تلمیح		noun	allusion, a figure of speech where the poet makes a reference to an specific topic such an ayah, hadith, story	arbi
گاودوش		noun	milk pail (a vessel cows are milked into)	platts
فارسیات		noun	Fāresīyāt, words or phrases present in Arabic poetry and prose from Persian or Iranian languages in their orig	platts
واکه		noun	synonym of مصوت (musawwit /mosavvet) (more common)	platts
ماهیت		noun	nature, whatness, quiddity, essence	platts
عینیت		noun	objectivity	platts
اورند		noun	throne	platts
کامروایی		noun	success, gratification (of a desire)	platts
بارور		adj	fruitful, productive	platts
مقتضا		adj	required, necessary	arbi
نازیدن		verb	to boast	platts
گذرا		adj	transient, fleeting	platts
گراییدن		verb	to incline, to lean (e.g. towards a position, a stance)	platts
تذکر		noun	reminder, notification	arbi
زیرورو		adj	upside down	arbi
لوزی		noun	rhombus	platts
دفینه		noun	buried treasure	arbi
یائسه		adj	menopausal	platts
نسیان		noun	forgetfulness, oblivion	platts
مصرف کردن		verb	to spend, to consume, to use up	rishta:کردن
مصوب		adj	approved, sanctioned	arbi
رونویسی		noun	copy, transcription	platts
ارث		noun	inheritance (that which is entitled to inherit)	platts
آزار دادن		verb	to bother, to harass	rishta:ازار
نیابت		noun	substitution (a substitute)	platts
متانت		noun	steadfastness, firmness, equanimity	platts
میانگین		noun	average	platts
مطیع		adj	obedient	platts
باد زدن		verb	to blow wind on (e.g. with a fan)	rishta:باد
قدقد		noun	cluck (sound of a hen)	platts
برکه		noun	pond	arbi
سوت و کور		adj	desolate, empty of people	arbi
نفاست		noun	worth, value, preciousness	platts
زیربنا		noun	substructure	arbi
مصدر جعلی		noun	regular infinitive made by adding ـیدن (-īdan /-idan) to a word, therefore equivalent to its present stem + ـی	rishta:جعلی
نشی		noun	A northeast wind which occurs in winter on the Iranian coast of the Persian Gulf.	platts
فراتی		adj	Euphratean	platts
سارنج		noun	water tank, cistern	arbi
ساروج		noun	mortar, cement, sarooj	platts
سیاهماهی		noun	khramulya (Capoeta)	arbi
دایر		adj	in operation, running, in working order	platts
سکنجبین		noun	sekanjabin, oxymel (vinegar-honey drink)	platts
متقال		noun	calico (A kind of rough cloth made from unbleached and not fully processed cotton)	arbi
تلک	تَلْک	noun	talc, talcum	platts
پچق		noun	knife	platts
پاریسی		adj	Parisian	platts
شته		noun	aphid	platts
زنبور ملکه		noun	queen bee	rishta:ملکہ
هیوده		num	seventeen	arbi
هژده		num	eighteen	platts
ذکیه		adj	in Arabic compounds: synonym of ذکی (zakī /zaki, “intellegent, smart”)	arbi
میعاد		noun	appointment, meeting	platts
استتار		noun	camouflage	platts
مسین		adj	copper, made of copper	platts
آسیمه		adj	confused, astonished	platts
شیار		noun	groove	platts
کنام		noun	thicket, grove	arbi
طناب بازی		noun	skipping rope	rishta:بازی
طناب بازی کردن		verb	To skip rope	rishta:بازی
راسا		adv	unhamzated form of رأسا (ra'san)	platts
جاغه		noun	Hazaragi form of یقه (yaqa /yaġe, “collar”)	platts
شیپور		noun	bugle, horn, trumpet	platts
کپی کردن		verb	To copy	rishta:کردن
در کار بودن		verb	to exist	rishta:در
پاکی		noun	cleanliness, purity	platts
یکه		adj	alone, single	platts
ماشابه		noun	mashawa (a kind of soup containing mung beans)	platts
نوتلا		noun	Nutella	platts
هروی		adj	synonym of هَراتی (harâti, “Herati”)	platts
قدرت متوسط		noun	middle power (a sovereign state that is not a great power nor a superpower, but still has moderate influence a	rishta:قدرت
تلاش کردن		verb	to strive for	rishta:کردن
آنطور		adv	this way, this manner	platts
